alpha_type;time;iter;alpha;status;y001_int_Wheat;y001_int_Beetroot;y001_int_Cloves;y001_int_Broad_Bean;y001_int_Green_Onion;y001_int_Autumn_Potatoes;y001_int_Sunflower;y001_int_Maize;y001_int_Tomatoes;y001_int_Cucumbers;y001_int_Okra;y001_int_Watermelon;y002_int_Wheat;y002_int_Beetroot;y002_int_Cloves;y002_int_Broad_Bean;y002_int_Green_Onion;y002_int_Autumn_Potatoes;y002_int_Sunflower;y002_int_Maize;y002_int_Tomatoes;y002_int_Cucumbers;y002_int_Okra;y002_int_Watermelon;y003_int_Wheat;y003_int_Beetroot;y003_int_Cloves;y003_int_Broad_Bean;y003_int_Green_Onion;y003_int_Autumn_Potatoes;y003_int_Sunflower;y003_int_Maize;y003_int_Tomatoes;y003_int_Cucumbers;y003_int_Okra;y003_int_Watermelon;y004_int_Wheat;y004_int_Beetroot;y004_int_Cloves;y004_int_Broad_Bean;y004_int_Green_Onion;y004_int_Autumn_Potatoes;y004_int_Sunflower;y004_int_Maize;y004_int_Tomatoes;y004_int_Cucumbers;y004_int_Okra;y004_int_Watermelon;y005_int_Wheat;y005_int_Beetroot;y005_int_Cloves;y005_int_Broad_Bean;y005_int_Green_Onion;y005_int_Autumn_Potatoes;y005_int_Sunflower;y005_int_Maize;y005_int_Tomatoes;y005_int_Cucumbers;y005_int_Okra;y005_int_Watermelon;y006_int_Wheat;y006_int_Beetroot;y006_int_Cloves;y006_int_Broad_Bean;y006_int_Green_Onion;y006_int_Autumn_Potatoes;y006_int_Sunflower;y006_int_Maize;y006_int_Tomatoes;y006_int_Cucumbers;y006_int_Okra;y006_int_Watermelon;y007_int_Wheat;y007_int_Beetroot;y007_int_Cloves;y007_int_Broad_Bean;y007_int_Green_Onion;y007_int_Autumn_Potatoes;y007_int_Sunflower;y007_int_Maize;y007_int_Tomatoes;y007_int_Cucumbers;y007_int_Okra;y007_int_Watermelon;y008_int_Wheat;y008_int_Beetroot;y008_int_Cloves;y008_int_Broad_Bean;y008_int_Green_Onion;y008_int_Autumn_Potatoes;y008_int_Sunflower;y008_int_Maize;y008_int_Tomatoes;y008_int_Cucumbers;y008_int_Okra;y008_int_Watermelon;y009_int_Wheat;y009_int_Beetroot;y009_int_Cloves;y009_int_Broad_Bean;y009_int_Green_Onion;y009_int_Autumn_Potatoes;y009_int_Sunflower;y009_int_Maize;y009_int_Tomatoes;y009_int_Cucumbers;y009_int_Okra;y009_int_Watermelon;y010_int_Wheat;y010_int_Beetroot;y010_int_Cloves;y010_int_Broad_Bean;y010_int_Green_Onion;y010_int_Autumn_Potatoes;y010_int_Sunflower;y010_int_Maize;y010_int_Tomatoes;y010_int_Cucumbers;y010_int_Okra;y010_int_Watermelon;y011_int_Wheat;y011_int_Beetroot;y011_int_Cloves;y011_int_Broad_Bean;y011_int_Green_Onion;y011_int_Autumn_Potatoes;y011_int_Sunflower;y011_int_Maize;y011_int_Tomatoes;y011_int_Cucumbers;y011_int_Okra;y011_int_Watermelon;y012_int_Wheat;y012_int_Beetroot;y012_int_Cloves;y012_int_Broad_Bean;y012_int_Green_Onion;y012_int_Autumn_Potatoes;y012_int_Sunflower;y012_int_Maize;y012_int_Tomatoes;y012_int_Cucumbers;y012_int_Okra;y012_int_Watermelon;y001_bin_Wheat;y001_bin_Beetroot;y001_bin_Cloves;y001_bin_Broad_Bean;y001_bin_Green_Onion;y001_bin_Autumn_Potatoes;y001_bin_Sunflower;y001_bin_Maize;y001_bin_Tomatoes;y001_bin_Cucumbers;y001_bin_Okra;y001_bin_Watermelon;y002_bin_Wheat;y002_bin_Beetroot;y002_bin_Cloves;y002_bin_Broad_Bean;y002_bin_Green_Onion;y002_bin_Autumn_Potatoes;y002_bin_Sunflower;y002_bin_Maize;y002_bin_Tomatoes;y002_bin_Cucumbers;y002_bin_Okra;y002_bin_Watermelon;y003_bin_Wheat;y003_bin_Beetroot;y003_bin_Cloves;y003_bin_Broad_Bean;y003_bin_Green_Onion;y003_bin_Autumn_Potatoes;y003_bin_Sunflower;y003_bin_Maize;y003_bin_Tomatoes;y003_bin_Cucumbers;y003_bin_Okra;y003_bin_Watermelon;y004_bin_Wheat;y004_bin_Beetroot;y004_bin_Cloves;y004_bin_Broad_Bean;y004_bin_Green_Onion;y004_bin_Autumn_Potatoes;y004_bin_Sunflower;y004_bin_Maize;y004_bin_Tomatoes;y004_bin_Cucumbers;y004_bin_Okra;y004_bin_Watermelon;y005_bin_Wheat;y005_bin_Beetroot;y005_bin_Cloves;y005_bin_Broad_Bean;y005_bin_Green_Onion;y005_bin_Autumn_Potatoes;y005_bin_Sunflower;y005_bin_Maize;y005_bin_Tomatoes;y005_bin_Cucumbers;y005_bin_Okra;y005_bin_Watermelon;y006_bin_Wheat;y006_bin_Beetroot;y006_bin_Cloves;y006_bin_Broad_Bean;y006_bin_Green_Onion;y006_bin_Autumn_Potatoes;y006_bin_Sunflower;y006_bin_Maize;y006_bin_Tomatoes;y006_bin_Cucumbers;y006_bin_Okra;y006_bin_Watermelon;y007_bin_Wheat;y007_bin_Beetroot;y007_bin_Cloves;y007_bin_Broad_Bean;y007_bin_Green_Onion;y007_bin_Autumn_Potatoes;y007_bin_Sunflower;y007_bin_Maize;y007_bin_Tomatoes;y007_bin_Cucumbers;y007_bin_Okra;y007_bin_Watermelon;y008_bin_Wheat;y008_bin_Beetroot;y008_bin_Cloves;y008_bin_Broad_Bean;y008_bin_Green_Onion;y008_bin_Autumn_Potatoes;y008_bin_Sunflower;y008_bin_Maize;y008_bin_Tomatoes;y008_bin_Cucumbers;y008_bin_Okra;y008_bin_Watermelon;y009_bin_Wheat;y009_bin_Beetroot;y009_bin_Cloves;y009_bin_Broad_Bean;y009_bin_Green_Onion;y009_bin_Autumn_Potatoes;y009_bin_Sunflower;y009_bin_Maize;y009_bin_Tomatoes;y009_bin_Cucumbers;y009_bin_Okra;y009_bin_Watermelon;y010_bin_Wheat;y010_bin_Beetroot;y010_bin_Cloves;y010_bin_Broad_Bean;y010_bin_Green_Onion;y010_bin_Autumn_Potatoes;y010_bin_Sunflower;y010_bin_Maize;y010_bin_Tomatoes;y010_bin_Cucumbers;y010_bin_Okra;y010_bin_Watermelon;y011_bin_Wheat;y011_bin_Beetroot;y011_bin_Cloves;y011_bin_Broad_Bean;y011_bin_Green_Onion;y011_bin_Autumn_Potatoes;y011_bin_Sunflower;y011_bin_Maize;y011_bin_Tomatoes;y011_bin_Cucumbers;y011_bin_Okra;y011_bin_Watermelon;y012_bin_Wheat;y012_bin_Beetroot;y012_bin_Cloves;y012_bin_Broad_Bean;y012_bin_Green_Onion;y012_bin_Autumn_Potatoes;y012_bin_Sunflower;y012_bin_Maize;y012_bin_Tomatoes;y012_bin_Cucumbers;y012_bin_Okra;y012_bin_Watermelon;OF_Optimized;net_income_total;net_income_y001;net_income_y002;net_income_y003;net_income_y004;net_income_y005;net_income_y006;net_income_y007;net_income_y008;net_income_y009;net_income_y010;net_income_y011;net_income_y012;ua_total;ua_y001;ua_y002;ua_y003;ua_y004;ua_y005;ua_y006;ua_y007;ua_y008;ua_y009;ua_y010;ua_y011;ua_y012;crop_diversity_total;crop_diversity_y001;crop_diversity_y002;crop_diversity_y003;crop_diversity_y004;crop_diversity_y005;crop_diversity_y006;crop_diversity_y007;crop_diversity_y008;crop_diversity_y009;crop_diversity_y010;crop_diversity_y011;crop_diversity_y012
alpha_lin;0.2460618019104004;803;0.8038038038038038;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9407678469189547;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.22768425941467285;804;0.8048048048048048;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9410384359581055;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.3395121097564697;805;0.8058058058058059;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9413090249972476;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.24396276473999023;806;0.8068068068068068;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9415796140363972;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.2926146984100342;807;0.8078078078078078;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.94185020307554;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.2397298812866211;808;0.8088088088088088;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9421207921146828;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.28262877464294434;809;0.8098098098098098;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9423913811538326;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.2581815719604492;810;0.8108108108108109;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.942661970192975;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.31752490997314453;811;0.8118118118118118;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9429325592321245;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.28271961212158203;812;0.8128128128128128;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.943203148271268;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.3069486618041992;813;0.8138138138138138;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9434737373104186;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.21483421325683594;814;0.8148148148148148;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.9437443263495602;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
alpha_lin;0.22928500175476074;815;0.8158158158158159;Optimal;1500;0;0;895;0;0;113;1145;0;0;1002;0;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1500;0;0;895;0;0;281;895;0;0;971;113;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0.944014915388711;74379751.19999999;6315218.4;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;6187684.8;55860;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;4655;71;5;6;6;6;6;6;6;6;6;6;6;6
